ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
E13311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133593,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133593,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E133599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1336,Other specified diabetes mellitus with diabetic cataract,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1336,Other specified diabetes mellitus with diabetic cataract,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1337X1,"Oth diab with diab macular edema, resolved fol trtmt, r eye",END003,Diabetes mellitus with complication,Y,0 Not Applicable,E13 Other specified diabetes mellitus,Diabetes
E1337X2,"Oth diab with diab macular edema, resolved fol trtmt, l eye",END003,Diabetes mellitus with complication,Y,0 Not Applicable,E13 Other specified diabetes mellitus,Diabetes
E1337X3,"Oth diab with diabetic macular edema, resolved fol trtmt, bi",END003,Diabetes mellitus with complication,Y,0 Not Applicable,E13 Other specified diabetes mellitus,Diabetes
E1337X9,"Oth diab with diab macular edema, resolved fol trtmt, unsp",END003,Diabetes mellitus with complication,Y,0 Not Applicable,E13 Other specified diabetes mellitus,Diabetes
E1339,Other specified diabetes mellitus with other diabetic ophthalmic complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1339,Other specified diabetes mellitus with other diabetic ophthalmic complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1341,Other specified diabetes mellitus with diabetic mononeuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1341,Other specified diabetes mellitus with diabetic mononeuropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1342,Other specified diabetes mellitus with diabetic polyneuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1342,Other specified diabetes mellitus with diabetic polyneuropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
